sep=;
"";"id";"title";"category"
"1630";"SCCS1210";"Avoidance: F-hbs or M-fbw Husband's Brother's Son";"Kinship"
"1631";"SCCS584";"Participation in Collective Fighting and Warfare";"Gender"
"1632";"SCCS1964";"Percentage of Widow Remarrying";"Life cycle, Mourning, Death, Ritual, Religion"
"1633";"SCCS1209";"Avoidance: F-hyb or M-ebw Husband's Younger Brother";"Kinship"
"1634";"SCCS1149";"Divorce Causes - Infertility: Absence of Male Children";"Marriage"
"1635";"SCCS887";"Female Contribution to Subsistence (percent): Martin Whyte";"Gender, Subsistence"
"1636";"SCCS648";"Theories of Accident";"Health, Ritual"
"1637";"SCCS1137";"Divorce Causes - Infidelity: Lack of Virginity";"Marriage"
"1638";"SCCS602";"(No) Explicit View That Sexual Activity Is Dangerous or Contaminating";"Gender"
"1639";"SCCS1827";"Body Toilet, Adornment and Dress: 7.2 Changes in Dress Customs";"Modernization, Economy"
"1640";"SCCS1599";"Children Cook with Children";"Household, Labour, Gender"
"1641";"SCCS1161";"Divorce Causes - Economic: Inadequate Food Preparation";"Marriage"
"1642";"SCCS1545";"Adult Preference in Trade";"Household, Labour, Gender"
"1643";"SCCS689";"Small Domestic Animals, Only since European Contact";"Gender"
"1644";"SCCS1575";"Children do child care alone";"Household, Labour, Gender"
"1645";"SCCS1988";"Dances at Initial Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1646";"SCCS754";"Wife-beating";"Gender, Marriage"
"1647";"SCCS1172";"Divorce Causes - Ritual: Bad Dream of Omen";"Marriage"
"1648";"SCCS1633";"Children Carry Burdens with Adults";"Household, Labour, Gender"
"1649";"SCCS1635";"Importance of Girl Carrying Burdens";"Household, Labour, Gender"
"1650";"SCCS1977";"Mourning: Duration, Widowers";"Life cycle, Mourning, Death, Ritual, Religion"
"1651";"SCCS1126";"Second Agricultural Staple Data Quality: Inferences";"Subsistence"
"1652";"SCCS1960";"Ghosts Present";"Life cycle, Mourning, Death, Ritual, Religion"
"1653";"SCCS1996";"Final Ceremonies Held for More than One Death at a Time";"Life cycle, Mourning, Death, Ritual, Religion"
"1654";"SCCS1298";"Children 6 to 10 Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1655";"SCCS1305";"Children over 10 Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1656";"SCCS1348";"Adult Preference in Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1657";"SCCS1394";"Children 6 to 10 Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1658";"SCCS1401";"Children over 10 Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1659";"SCCS1423";"Children Do Other Agricultural Chores with Adults: Secondary Crop";"Household, Labour, Gender"
"1660";"SCCS1430";"Importance of Boy Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1661";"SCCS1437";"Importance of Girl Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1662";"SCCS1963";"Sororate Present Vs. Absent";"Life cycle, Mourning, Death, Ritual, Religion"
"1663";"SCCS1984";"Final Ceremonies Terminates Mourning";"Life cycle, Mourning, Death, Ritual, Religion"
"1664";"SCCS1983";"Final Disposal of Remains at Final Ceremony";"Life cycle, Mourning, Death, Ritual, Religion"
"1665";"SCCS1992";"Games at Final Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1666";"SCCS986";"Importance of Mothers for Boys";"Childhood, Life cycle"
"1667";"SCCS1987";"Games at Initial Funeral Ceremonies";"Life cycle, Mourning, Death, Ritual, Religion"
"1668";"SCCS1872";"Concordance: Number of Societies within 500 Mile Radius (100 Value)";"Politics, Ecology"
"1669";"SCCS1878";"Atlas: Number of Societies within 300 Mile Radius (100 Value)";"Politics, Ecology"
"1670";"SCCS1871";"Concordance: Number of Societies within 450 Mile Radius";"Politics, Ecology"
"1671";"SCCS1868";"Concordance: Number of Societies within 300 Mile Radius";"Politics, Ecology"
"1672";"SCCS1880";"Atlas: Number of Societies within 350 Mile Radius (100 Value)";"Politics, Ecology"
"1673";"SCCS1870";"Concordance: Number of Societies within 400 Mile Radius";"Politics, Ecology"
"1674";"SCCS1886";"Atlas: Number of Societies within 500 Mile Radius (100 Value)";"Politics, Ecology"
"1675";"SCCS1882";"Atlas: Number of Societies within 400 Mile Radius (100 Value)";"Politics, Ecology"
"1676";"SCCS1877";"Atlas: Number of Societies within 250 Mile Radius";"Politics, Ecology"
"1677";"SCCS1884";"Atlas: Number of Societies within 450 Mile Radius (100 Value)";"Politics, Ecology"
"1678";"SCCS1869";"Concordance: Number of Societies within 350 Mile Radius";"Politics, Ecology"
"1679";"SCCS1867";"Concordance: Number of Societies within 250 Mile Radius";"Politics, Ecology"
"1680";"SCCS1866";"Concordance: Number of Societies within 200 Mile Radius";"Politics, Ecology"
"1681";"SCCS1876";"Atlas: Number of Societies within 200 Mile Radius";"Politics, Ecology"
"1682";"SCCS1277";"Adult Other Agricultural Chores: Primary Crop";"Household, Labour, Gender"
"1683";"SCCS1373";"Adult Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1684";"SCCS1380";"Child Other Agricultural Chores: Secondary Crop";"Household, Labour, Gender"
"1685";"SCCS1875";"Atlas: Number of Societies within 150 Mile Radius";"Politics, Ecology"
"1686";"SCCS1865";"Concordance: Number of Societies within 150 Mile Radius";"Politics, Ecology"
"1687";"SCCS1864";"Concordance: Number of Societies within 100 Mile Radius";"Politics, Ecology"
"1688";"SCCS1529";"Children Do Wage Labour with Children";"Household, Labour, Gender"
"1689";"SCCS1874";"Atlas: Number of Societies within 100 Mile Radius";"Politics, Ecology"
"1690";"SCCS1689";"Sex Ratio (Males/Females*10)";"Warfare, Politics"
"1691";"SCCS888";"Female Contribution to Subsistence (percent): Martin Whyte";"Gender, Subsistence"
